Clone name,Shape,Rugosity,Husk thickness,Length,Breadth,Colour,Weight,Length breadth ratio,Refcode,Basal constriction,Apex form,Furrow depth,Ridge desc,Hardness,Husk weight,Size,Notes,Furrow desc,Info,Pods per tree,Accession
PA 187 [PER],elliptical,intense,,200.0,91.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 188 [PER],obovate,slight,,147.0,85.0,anthocyanin absent,,,BEKAD1,moderate,rounded,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 189 [PER],elliptical,slight,,171.0,83.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 191 [PER],elliptical,moderate,,195.0,87.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 194 [PER],elliptical,slight,,148.0,78.0,slight anthocyanin,,,BEKAD1,moderate,mammillate,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 195 [PER],oblong,intense,,193.0,79.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 196 [PER],elliptical,slight,,143.0,74.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 2 [PER],elliptical,moderate,,173.0,82.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 2 /72 [PER],obovate,moderate,,141.0,75.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 20 [PER],elliptical,slight,,157.0,88.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 200 [PER],elliptical,moderate,,165.0,78.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 202 [PER],elliptical,moderate,,171.0,82.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 203 [PER],elliptical,slight,,174.0,87.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 205 [PER],elliptical,moderate,,183.0,91.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 207 [PER],elliptical,moderate,,137.0,71.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and wide separation,-,,
PA 211 [PER],obovate,slight,,177.0,85.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 218 [PER],oblong,intense,,188.0,68.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 24 [PER],elliptical,intense,,180.0,76.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 27 [PER],elliptical,slight,,136.0,75.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 271 [PER],elliptical,moderate,,160.0,77.0,anthocyanin absent,,,BEKAD1,strong,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 272 [PER],obovate,slight,,141.0,80.0,slight anthocyanin,,,BEKAD1,moderate,mammillate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 279 [PER],oblong,intense,,190.0,73.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 288 [PER],elliptical,slight,,167.0,66.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,-,,,,paired and intermediate separation,-,,
PA 289 [PER],elliptical,moderate,,174.0,80.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 29 [PER],elliptical,moderate,,154.0,72.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 291 [PER],obovate,slight,,131.0,77.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 293 [PER],elliptical,moderate,,148.0,76.0,anthocyanin absent,,,BEKAD1,strong,acute,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 294 [PER],elliptical,moderate,,141.0,72.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 296 [PER],elliptical,slight,,141.0,79.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 297 [PER],obovate,slight,,138.0,86.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 299 [PER],obovate,slight,,139.0,73.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 3 [PER],oblong,moderate,,188.0,79.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 3 /10 [PER],elliptical,slight,,174.0,84.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 30 [PER],elliptical,moderate,,174.0,76.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 300 [PER],oblong,moderate,,222.0,85.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 301 [PER],elliptical,moderate,,152.0,86.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 303 [PER],obovate,slight,,155.0,86.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 310 [PER],elliptical,moderate,,159.0,75.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
PA 312 [PER],oblong,moderate,,142.0,65.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 32 [PER],elliptical,moderate,,182.0,78.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 34 [PER],elliptical,intense,,162.0,78.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 37 [PER],elliptical,moderate,,183.0,86.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 39 [PER],elliptical,moderate,,146.0,80.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 4 [PER],elliptical,moderate,,171.0,80.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 41 [PER],elliptical,slight,,177.0,77.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 44 [PER],elliptical,moderate,,158.0,73.0,anthocyanin absent,,,BEKAD1,strong,acute,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
PA 45 [PER],elliptical,slight,,167.0,79.0,anthocyanin absent,,,BEKAD1,strong,acute,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 46 [PER],obovate,slight,,159.0,67.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 48 [PER],obovate,intense,,147.0,78.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 49 [PER],elliptical,moderate,,169.0,79.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
PA 5 [PER],elliptical,slight,,147.0,87.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 51 [PER],elliptical,moderate,,177.0,75.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 52 [PER],elliptical,moderate,,168.0,78.0,anthocyanin absent,,,BEKAD1,strong,acute,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
PA 53 [PER],oblong,moderate,,178.0,69.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,soft,,,,paired and wide separation,Hardness <= 1.6 Mpa,,
PA 56 [PER],elliptical,moderate,,167.0,81.0,anthocyanin absent,,,BEKAD1,strong,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 61 [PER],elliptical,moderate,,161.0,74.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 63 [PER],elliptical,moderate,,184.0,84.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 65 [PER],obovate,moderate,,145.0,82.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 66 [PER],obovate,slight,,160.0,89.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 67 [PER],elliptical,slight,,162.0,76.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 68 [PER],elliptical,moderate,,177.0,78.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 70 [PER],elliptical,moderate,,177.0,83.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 71 [PER],elliptical,slight,,194.0,85.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 72 [PER],oblong,intense,,188.0,78.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 73 [PER],elliptical,moderate,,182.0,81.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
PA 81 [PER],elliptical,moderate,,167.0,83.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and intermediate separation,-,,
PA 82 [PER],elliptical,moderate,,156.0,73.0,anthocyanin absent,,,BEKAD1,moderate,mammillate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 84 [PER],elliptical,moderate,,155.0,77.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
PA 88 [PER],obovate,moderate,,152.0,79.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PA 90 [PER],elliptical,moderate,,183.0,78.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
PA 95 [PER],elliptical,intense,,170.0,77.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
PH 1 /2 [BLZ],elliptical,slight,,139.0,85.0,anthocyanin absent,,,BEKAD1,absent,rounded,,,-,,,,paired and wide separation,-,,
PH 1 /3 [BLZ],elliptical,slight,,146.0,87.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and wide separation,-,,
PH 1 /4 [BLZ],elliptical,slight,,128.0,79.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and intermediate separation,-,,
PH 1 /5 [BLZ],elliptical,moderate,,136.0,85.0,anthocyanin absent,,,BEKAD1,slight,indented,,,-,,,,paired and wide separation,-,,
PH 2 /1 [BLZ],elliptical,slight,,134.0,82.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and intermediate separation,-,,
PH 2 /2 [BLZ],elliptical,slight,,155.0,92.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and wide separation,-,,
PH 2 /3 [BLZ],elliptical,slight,,154.0,91.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and intermediate separation,-,,
PH 2 /4 [BLZ],elliptical,slight,,146.0,84.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and intermediate separation,-,,
PH 2 /5 [BLZ],elliptical,slight,,139.0,83.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and intermediate separation,-,,
PH 2 /8 [BLZ],elliptical,moderate,,143.0,90.0,anthocyanin absent,,,BEKAD1,slight,indented,,,-,,,,paired and wide separation,-,,
PLAYA ALTA 2 [VEN],elliptical,moderate,,177.0,84.0,slight anthocyanin,,,BEKAD1,strong,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
POR 1 [TTO],elliptical,moderate,,149.0,81.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
POR 3 [TTO],obovate,slight,,156.0,81.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
POUND 1 /B,obovate,moderate,,144.0,68.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
POUND 10 /B,oblong,slight,,164.0,70.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
POUND 10 /C,elliptical,slight,,159.0,69.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
POUND 12 /A,elliptical,slight,,147.0,72.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,equidistant and intermediate separation,Hardness > 2.0 Mpa,,
POUND 15 /A,elliptical,moderate,,145.0,67.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
POUND 16 /B,elliptical,slight,,157.0,75.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
POUND 18,obovate,moderate,,188.0,90.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
POUND 18 /A,obovate,slight,,178.0,90.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
POUND 19,elliptical,slight,,154.0,73.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,-,,,,paired and intermediate separation,-,,
POUND 19 /A,elliptical,slight,,138.0,66.0,anthocyanin absent,,,BEKAD1,strong,indented,,,-,,,,paired and intermediate separation,-,,
POUND 2 /A,oblong,moderate,,133.6,63.3,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and intermediate separation,-,,
POUND 2 /B,obovate,moderate,,152.0,71.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,hard,,,,equidistant and slight separation,Hardness > 2.0 Mpa,,
POUND 21 /B,elliptical,moderate,,150.0,86.0,anthocyanin absent,,,BEKAD1,slight,indented,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
POUND 25 /A,obovate,slight,,159.0,70.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,equidistant and intermediate separation,Hardness > 2.0 Mpa,,
POUND 25 /C,elliptical,moderate,,151.0,66.0,anthocyanin absent,,,BEKAD1,moderate,mammillate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
POUND 26 /C,elliptical,moderate,,147.0,72.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
POUND 27 /C,obovate,slight,,144.0,79.0,anthocyanin absent,,,BEKAD1,moderate,mammillate,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
POUND 31 /A,elliptical,intense,,157.0,68.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,soft,,,,paired and slight separation,Hardness <= 1.6 Mpa,,
POUND 31 /C,elliptical,moderate,,178.0,76.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
POUND 32 /A,obovate,slight,,144.0,69.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
POUND 4 /A,elliptical,slight,,160.0,77.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
POUND 5 /B,elliptical,slight,,157.0,69.0,anthocyanin absent,,,BEKAD1,strong,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
POUND 5 /C,elliptical,slight,,162.0,79.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
POUND 7 /A,elliptical,moderate,,169.0,81.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
POUND 7 /B,obovate,slight,,163.0,83.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
POUND 7 /C,obovate,moderate,,175.0,85.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
POUND 8 /C,elliptical,moderate,,134.0,70.0,anthocyanin absent,,,BEKAD1,slight,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
POUND 9 /B,obovate,smooth,,169.0,84.0,anthocyanin absent,,,BEKAD1,slight,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
RB 29 [BRA],obovate,slight,,123.0,69.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
RB 33 /3 [BRA],obovate,slight,,158.0,77.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and intermediate separation,-,,
RB 39 [BRA],oblong,slight,,141.0,73.0,anthocyanin absent,,,BEKAD1,slight,indented,,,-,,,,paired and intermediate separation,-,,
RB 46 [BRA],elliptical,moderate,,140.0,72.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
RB 49 [BRA],elliptical,slight,,139.0,74.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and wide separation,-,,
REDAMEL 1 /27,orbicular,slight,,112.0,80.0,moderate anthocyanin,,,BEKAD1,slight,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
REDAMEL 1 /30,elliptical,moderate,,153.0,81.0,moderate anthocyanin,,,BEKAD1,strong,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
REDAMEL 1 /31,obovate,slight,,143.0,74.0,moderate anthocyanin,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
RIM 101 [MEX],elliptical,moderate,,156.0,76.0,slight anthocyanin,,,BEKAD1,slight,acute,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
RIM 106 [MEX],oblong,intense,,177.0,69.0,moderate anthocyanin,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
RIM 113 [MEX],oblong,intense,,176.0,79.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
RIM 117 [MEX],elliptical,intense,,196.0,87.0,slight anthocyanin,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
RIM 12 [MEX],oblong,intense,,170.0,70.0,slight anthocyanin,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
RIM 13 [MEX],oblong,intense,,192.0,73.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
RIM 19 [MEX],oblong,intense,,194.0,78.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,-,,,,paired and intermediate separation,-,,
RIM 2 [MEX],oblong,intense,,163.0,74.0,slight anthocyanin,,,BEKAD1,strong,attenuate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
RIM 23 [MEX],elliptical,slight,,136.0,73.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and wide separation,-,,
RIM 24 [MEX],oblong,intense,,183.0,75.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
RIM 39 [MEX],elliptical,intense,,184.0,72.0,moderate anthocyanin,,,BEKAD1,strong,attenuate,,,-,,,,paired and intermediate separation,-,,
RIM 41 [MEX],oblong,moderate,,192.0,73.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
RIM 52 [MEX],elliptical,intense,,190.0,76.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,-,,,,paired and intermediate separation,-,,
RIM 6 [MEX],oblong,intense,,190.0,77.0,slight anthocyanin,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
RIM 71 [MEX],oblong,moderate,,194.0,86.0,slight anthocyanin,,,BEKAD1,moderate,attenuate,,,-,,,,paired and intermediate separation,-,,
RIM 75 [MEX],oblong,intense,,206.0,79.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,-,,,,paired and intermediate separation,-,,
RIM 76 [MEX],elliptical,slight,,183.0,85.0,anthocyanin absent,,,BEKAD1,moderate,attenuate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
RIM 8 [MEX],oblong,intense,,185.0,75.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
RIM 9 [MEX],oblong,intense,,187.0,76.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,-,,,,paired and intermediate separation,-,,
SAN JUAN WSC,oblong,intense,,189.0,83.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
SAN MIGUEL 3161 /2 [CHA],elliptical,intense,,143.0,90.0,anthocyanin absent,,,BEKAD1,strong,indented,,,-,,,,paired and slight separation,-,,
SAN MIGUEL 3360 /2 [CHA],obovate,intense,,158.0,78.0,moderate anthocyanin,,,BEKAD1,slight,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SAN MIGUEL 3360 /3 [CHA],elliptical,moderate,,132.0,83.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,-,,,,paired and intermediate separation,-,,
SC 1 [COL],elliptical,intense,,184.0,89.0,moderate anthocyanin,,,BEKAD1,slight,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SC 10 [COL],orbicular,slight,,142.0,93.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SC 11 [COL],elliptical,moderate,,151.0,80.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SC 12 [COL],elliptical,slight,,164.0,85.0,anthocyanin absent,,,BEKAD1,moderate,attenuate,,,-,,,,paired and intermediate separation,-,,
SC 13 [COL],elliptical,intense,,181.0,85.0,anthocyanin absent,,,BEKAD1,slight,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SC 17 [COL],elliptical,slight,,178.0,83.0,slight anthocyanin,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
SC 19 [COL],elliptical,slight,,176.0,90.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
SC 2 [COL],elliptical,moderate,,182.0,89.0,slight anthocyanin,,,BEKAD1,slight,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SC 20 [COL],elliptical,slight,,172.0,84.0,moderate anthocyanin,,,BEKAD1,slight,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SC 3 [COL],elliptical,moderate,,169.0,80.0,intense anthocyanin,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
SC 4 [COL],elliptical,slight,,170.0,81.0,moderate anthocyanin,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
SC 5 [COL],elliptical,slight,,188.0,89.0,slight anthocyanin,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
SC 6 [COL],elliptical,slight,,175.0,84.0,moderate anthocyanin,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SC 8 [COL],elliptical,slight,,169.0,80.0,slight anthocyanin,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SCA 10,elliptical,moderate,,157.0,75.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
SCA 11,elliptical,slight,,155.0,72.0,anthocyanin absent,,,BEKAD1,slight,attenuate,,,-,,,,paired and intermediate separation,-,,
SCA 12,elliptical,slight,,169.0,82.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SCA 16,elliptical,slight,,153.0,74.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and wide separation,-,,
