SampleName,Clone name,Data type,Run,Experiment,BioSample,SampleSource
5F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116380 NCBI ENA,SRX8639031,SAMN15348770,BRA074
601F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116379 NCBI ENA,SRX8639032,SAMN15348771,BRA074
603F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116378 NCBI ENA,SRX8639033,SAMN15348772,BRA074
606F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116377 NCBI ENA,SRX8639034,SAMN15348773,BRA074
607F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116376 NCBI ENA,SRX8639035,SAMN15348774,BRA074
609F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116375 NCBI ENA,SRX8639036,SAMN15348775,BRA074
609F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116374 NCBI ENA,SRX8639037,SAMN15348776,BRA074
611F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116373 NCBI ENA,SRX8639038,SAMN15348777,BRA074
613F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116372 NCBI ENA,SRX8639039,SAMN15348778,BRA074
61F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116371 NCBI ENA,SRX8639040,SAMN15348779,BRA074
624F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116369 NCBI ENA,SRX8639042,SAMN15348780,BRA074
626F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116368 NCBI ENA,SRX8639043,SAMN15348781,BRA074
626F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116367 NCBI ENA,SRX8639044,SAMN15348782,BRA074
627F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116366 NCBI ENA,SRX8639045,SAMN15348783,BRA074
629F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116365 NCBI ENA,SRX8639046,SAMN15348784,BRA074
630F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116364 NCBI ENA,SRX8639047,SAMN15348785,BRA074
634F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116363 NCBI ENA,SRX8639048,SAMN15348786,BRA074
635F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116362 NCBI ENA,SRX8639049,SAMN15348787,BRA074
642F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116361 NCBI ENA,SRX8639050,SAMN15348788,BRA074
644F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116360 NCBI ENA,SRX8639051,SAMN15348789,BRA074
644F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116358 NCBI ENA,SRX8639053,SAMN15348790,BRA074
648F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116357 NCBI ENA,SRX8639054,SAMN15348791,BRA074
649F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116356 NCBI ENA,SRX8639055,SAMN15348792,BRA074
655F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116355 NCBI ENA,SRX8639056,SAMN15348793,BRA074
657F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116354 NCBI ENA,SRX8639057,SAMN15348794,BRA074
657F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116353 NCBI ENA,SRX8639058,SAMN15348795,BRA074
65F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116424 NCBI ENA,SRX8639059,SAMN15348796,BRA074
670F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116423 NCBI ENA,SRX8638988,SAMN15348797,BRA074
676F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116422 NCBI ENA,SRX8638989,SAMN15348798,BRA074
678F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116421 NCBI ENA,SRX8638990,SAMN15348799,BRA074
697F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116419 NCBI ENA,SRX8638992,SAMN15348800,BRA074
697F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116418 NCBI ENA,SRX8638993,SAMN15348801,BRA074
69F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116417 NCBI ENA,SRX8638994,SAMN15348802,BRA074
6F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116416 NCBI ENA,SRX8638995,SAMN15348803,BRA074
708F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116415 NCBI ENA,SRX8638996,SAMN15348804,BRA074
709F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116414 NCBI ENA,SRX8638997,SAMN15348805,BRA074
709F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116413 NCBI ENA,SRX8638998,SAMN15348806,BRA074
710F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116412 NCBI ENA,SRX8638999,SAMN15348807,BRA074
711F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116411 NCBI ENA,SRX8639000,SAMN15348808,BRA074
712F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116410 NCBI ENA,SRX8639001,SAMN15348809,BRA074
71F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116408 NCBI ENA,SRX8639003,SAMN15348810,BRA074
71F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116407 NCBI ENA,SRX8639004,SAMN15348811,BRA074
725F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116406 NCBI ENA,SRX8639005,SAMN15348812,BRA074
728F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116405 NCBI ENA,SRX8639006,SAMN15348813,BRA074
729F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116404 NCBI ENA,SRX8639007,SAMN15348814,BRA074
730F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116403 NCBI ENA,SRX8639008,SAMN15348815,BRA074
733F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116402 NCBI ENA,SRX8639009,SAMN15348816,BRA074
734F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116401 NCBI ENA,SRX8639010,SAMN15348817,BRA074
73F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116400 NCBI ENA,SRX8639011,SAMN15348818,BRA074
740F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116399 NCBI ENA,SRX8639012,SAMN15348819,BRA074
741F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116397 NCBI ENA,SRX8639014,SAMN15348820,BRA074
744F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116396 NCBI ENA,SRX8639015,SAMN15348821,BRA074
754F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116395 NCBI ENA,SRX8639016,SAMN15348822,BRA074
756F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116394 NCBI ENA,SRX8639017,SAMN15348823,BRA074
759F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116393 NCBI ENA,SRX8639018,SAMN15348824,BRA074
760F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116392 NCBI ENA,SRX8639019,SAMN15348825,BRA074
761F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116391 NCBI ENA,SRX8639020,SAMN15348826,BRA074
761F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116390 NCBI ENA,SRX8639021,SAMN15348827,BRA074
768F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116389 NCBI ENA,SRX8639022,SAMN15348828,BRA074
769F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116532 NCBI ENA,SRX8639023,SAMN15348829,BRA074
771F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116530 NCBI ENA,SRX8638881,SAMN15348830,BRA074
772F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116529 NCBI ENA,SRX8638882,SAMN15348831,BRA074
774F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116528 NCBI ENA,SRX8638883,SAMN15348832,BRA074
775F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116527 NCBI ENA,SRX8638884,SAMN15348833,BRA074
779F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116526 NCBI ENA,SRX8638885,SAMN15348834,BRA074
779F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116525 NCBI ENA,SRX8638886,SAMN15348835,BRA074
782F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116524 NCBI ENA,SRX8638887,SAMN15348836,BRA074
783F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116523 NCBI ENA,SRX8638888,SAMN15348837,BRA074
785F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116522 NCBI ENA,SRX8638889,SAMN15348838,BRA074
788F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116521 NCBI ENA,SRX8638890,SAMN15348839,BRA074
790F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116519 NCBI ENA,SRX8638892,SAMN15348840,BRA074
790F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116518 NCBI ENA,SRX8638893,SAMN15348841,BRA074
793F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116517 NCBI ENA,SRX8638894,SAMN15348842,BRA074
793F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116516 NCBI ENA,SRX8638895,SAMN15348843,BRA074
795F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116515 NCBI ENA,SRX8638896,SAMN15348844,BRA074
796F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116514 NCBI ENA,SRX8638897,SAMN15348845,BRA074
797F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116513 NCBI ENA,SRX8638898,SAMN15348846,BRA074
79F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116512 NCBI ENA,SRX8638899,SAMN15348847,BRA074
802F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116511 NCBI ENA,SRX8638900,SAMN15348848,BRA074
808F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116510 NCBI ENA,SRX8638901,SAMN15348849,BRA074
811F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116508 NCBI ENA,SRX8638903,SAMN15348850,BRA074
814F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116507 NCBI ENA,SRX8638904,SAMN15348851,BRA074
81F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116506 NCBI ENA,SRX8638905,SAMN15348852,BRA074
820F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116505 NCBI ENA,SRX8638906,SAMN15348853,BRA074
821F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116504 NCBI ENA,SRX8638907,SAMN15348854,BRA074
828F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116503 NCBI ENA,SRX8638908,SAMN15348855,BRA074
82F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116502 NCBI ENA,SRX8638909,SAMN15348856,BRA074
832F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116501 NCBI ENA,SRX8638910,SAMN15348857,BRA074
835F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116500 NCBI ENA,SRX8638911,SAMN15348858,BRA074
836F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116499 NCBI ENA,SRX8638912,SAMN15348859,BRA074
837F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116497 NCBI ENA,SRX8638914,SAMN15348860,BRA074
840F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115985 NCBI ENA,SRX8638915,SAMN15348861,BRA074
840F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115984 NCBI ENA,SRX8638844,SAMN15348862,BRA074
841F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115983 NCBI ENA,SRX8638845,SAMN15348863,BRA074
842F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115982 NCBI ENA,SRX8638846,SAMN15348864,BRA074
842F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115981 NCBI ENA,SRX8638847,SAMN15348865,BRA074
843F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115980 NCBI ENA,SRX8638848,SAMN15348866,BRA074
844F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115979 NCBI ENA,SRX8638849,SAMN15348867,BRA074
846F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115978 NCBI ENA,SRX8638850,SAMN15348868,BRA074
849F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115977 NCBI ENA,SRX8638851,SAMN15348869,BRA074
84F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115974 NCBI ENA,SRX8638854,SAMN15348870,BRA074
852F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116556 NCBI ENA,SRX8638855,SAMN15348871,BRA074
853F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116555 NCBI ENA,SRX8638856,SAMN15348872,BRA074
857F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116554 NCBI ENA,SRX8638857,SAMN15348873,BRA074
858F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116553 NCBI ENA,SRX8638858,SAMN15348874,BRA074
85F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116552 NCBI ENA,SRX8638859,SAMN15348875,BRA074
85F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116551 NCBI ENA,SRX8638860,SAMN15348876,BRA074
860F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116550 NCBI ENA,SRX8638861,SAMN15348877,BRA074
866F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116549 NCBI ENA,SRX8638862,SAMN15348878,BRA074
86F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116548 NCBI ENA,SRX8638863,SAMN15348879,BRA074
874F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116546 NCBI ENA,SRX8638865,SAMN15348880,BRA074
878F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116545 NCBI ENA,SRX8638866,SAMN15348881,BRA074
879F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116544 NCBI ENA,SRX8638867,SAMN15348882,BRA074
880F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116543 NCBI ENA,SRX8638868,SAMN15348883,BRA074
882F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116542 NCBI ENA,SRX8638869,SAMN15348884,BRA074
884F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116541 NCBI ENA,SRX8638870,SAMN15348885,BRA074
887F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116540 NCBI ENA,SRX8638871,SAMN15348886,BRA074
890F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116539 NCBI ENA,SRX8638872,SAMN15348887,BRA074
891F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116538 NCBI ENA,SRX8638873,SAMN15348888,BRA074
893F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116537 NCBI ENA,SRX8638874,SAMN15348889,BRA074
894F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116535 NCBI ENA,SRX8638876,SAMN15348890,BRA074
895F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116534 NCBI ENA,SRX8638877,SAMN15348891,BRA074
89F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116533 NCBI ENA,SRX8638878,SAMN15348892,BRA074
8F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116496 NCBI ENA,SRX8638879,SAMN15348893,BRA074
903F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116495 NCBI ENA,SRX8638916,SAMN15348894,BRA074
904F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116494 NCBI ENA,SRX8638917,SAMN15348895,BRA074
904F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116493 NCBI ENA,SRX8638918,SAMN15348896,BRA074
905F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116492 NCBI ENA,SRX8638919,SAMN15348897,BRA074
907F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116491 NCBI ENA,SRX8638920,SAMN15348898,BRA074
909F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116490 NCBI ENA,SRX8638921,SAMN15348899,BRA074
912F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116488 NCBI ENA,SRX8638923,SAMN15348900,BRA074
912F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116487 NCBI ENA,SRX8638924,SAMN15348901,BRA074
914F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116486 NCBI ENA,SRX8638925,SAMN15348902,BRA074
915F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116485 NCBI ENA,SRX8638926,SAMN15348903,BRA074
917F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116484 NCBI ENA,SRX8638927,SAMN15348904,BRA074
918F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116483 NCBI ENA,SRX8638928,SAMN15348905,BRA074
928F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116482 NCBI ENA,SRX8638929,SAMN15348906,BRA074
932F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116481 NCBI ENA,SRX8638930,SAMN15348907,BRA074
933F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116480 NCBI ENA,SRX8638931,SAMN15348908,BRA074
933F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116479 NCBI ENA,SRX8638932,SAMN15348909,BRA074
937F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116477 NCBI ENA,SRX8638934,SAMN15348910,BRA074
938F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116476 NCBI ENA,SRX8638935,SAMN15348911,BRA074
938F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116475 NCBI ENA,SRX8638936,SAMN15348912,BRA074
939F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116474 NCBI ENA,SRX8638937,SAMN15348913,BRA074
93F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116473 NCBI ENA,SRX8638938,SAMN15348914,BRA074
947F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116472 NCBI ENA,SRX8638939,SAMN15348915,BRA074
952F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116471 NCBI ENA,SRX8638940,SAMN15348916,BRA074
958F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116470 NCBI ENA,SRX8638941,SAMN15348917,BRA074
959F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116469 NCBI ENA,SRX8638942,SAMN15348918,BRA074
960F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116468 NCBI ENA,SRX8638943,SAMN15348919,BRA074
961F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116466 NCBI ENA,SRX8638945,SAMN15348920,BRA074
965F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116465 NCBI ENA,SRX8638946,SAMN15348921,BRA074
967F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116464 NCBI ENA,SRX8638947,SAMN15348922,BRA074
96F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116463 NCBI ENA,SRX8638948,SAMN15348923,BRA074
975F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116462 NCBI ENA,SRX8638949,SAMN15348924,BRA074
978F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116461 NCBI ENA,SRX8638950,SAMN15348925,BRA074
979F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116201 NCBI ENA,SRX8638951,SAMN15348926,BRA074
97F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116200 NCBI ENA,SRX8638628,SAMN15348927,BRA074
985F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116199 NCBI ENA,SRX8638629,SAMN15348928,BRA074
986F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116198 NCBI ENA,SRX8638630,SAMN15348929,BRA074
987F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116196 NCBI ENA,SRX8638632,SAMN15348930,BRA074
987F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116195 NCBI ENA,SRX8638633,SAMN15348931,BRA074
989F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116194 NCBI ENA,SRX8638634,SAMN15348932,BRA074
993F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116193 NCBI ENA,SRX8638635,SAMN15348933,BRA074
996F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116192 NCBI ENA,SRX8638636,SAMN15348934,BRA074
996F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116191 NCBI ENA,SRX8638637,SAMN15348935,BRA074
998F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116190 NCBI ENA,SRX8638638,SAMN15348936,BRA074
B97_Ma,B 97 61 /B-2 [BLZ],genomic,SRR12116189 NCBI ENA,SRX8638639,SAMN15348937,BRA074
B97_Mb,B 97 61 /B-2 [BLZ],genomic,SRR12116188 NCBI ENA,SRX8638640,SAMN15348938,BRA074
B97_Mc,B 97 61 /B-2 [BLZ],genomic,SRR12116187 NCBI ENA,SRX8638641,SAMN15348939,BRA074
B97_Md,B 97 61 /B-2 [BLZ],genomic,SRR12116185 NCBI ENA,SRX8638643,SAMN15348940,BRA074
ICS1_Ba,ICS 1,genomic,SRR12116184 NCBI ENA,SRX8638644,SAMN15348941,BRA074
ICS1_Bb,ICS 1,genomic,SRR12116183 NCBI ENA,SRX8638645,SAMN15348942,BRA074
ICS1_Bc,ICS 1,genomic,SRR12116182 NCBI ENA,SRX8638646,SAMN15348943,BRA074
ICS1_Bd,ICS 1,genomic,SRR12116181 NCBI ENA,SRX8638647,SAMN15348944,BRA074
ICS1_Be,ICS 1,genomic,SRR12116180 NCBI ENA,SRX8638648,SAMN15348945,BRA074
ICS1_Bf,ICS 1,genomic,SRR12116179 NCBI ENA,SRX8638649,SAMN15348946,BRA074
Sca6_Ba,SCA 6,genomic,SRR12116178 NCBI ENA,SRX8638650,SAMN15348947,BRA074
Sca6_Bb,SCA 6,genomic,SRR12116177 NCBI ENA,SRX8638651,SAMN15348948,BRA074
Sca6_Bc,SCA 6,genomic,SRR12116176 NCBI ENA,SRX8638652,SAMN15348949,BRA074
Sca6_Bd,SCA 6,genomic,SRR12116174 NCBI ENA,SRX8638654,SAMN15348950,BRA074
Sca6_Me,SCA 6,genomic,SRR12116173 NCBI ENA,SRX8638655,SAMN15348951,BRA074
Sca6_Mf,SCA 6,genomic,SRR12116172 NCBI ENA,SRX8638656,SAMN15348952,BRA074
